StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          69.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          68.0       42.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          25.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          63.0       66.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          26.0       63.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          90.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          56.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          30.0       54.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          66.0       13.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          33.0       55.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          90.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          47.0       53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          69.0       41.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          47.0       38.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          27.0       35.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          30.0       61.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          84.0       17.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          15.0       55.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          42.0       33.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          50.0       65.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          1.0        80.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C0         c          30.0       30.0       8.0        8.0        0.0        20.0       276.0      701.0      10.0
C1         c          29.0       70.0       2.0        1.0        1.0        25.0       404.0      928.0      10.0
C2         c          15.0       14.0       17.0       16.0       1.0        50.0       125.0      723.0      10.0
C5         c          27.0       52.0       7.0        4.0        3.0        45.0       487.0      532.0      10.0
C10        c          22.0       37.0       14.0       8.0        6.0        30.0       180.0      873.0      10.0
C14        c          58.0       85.0       11.0       8.0        3.0        35.0       407.0      1031.0     10.0
C15        c          59.0       41.0       24.0       17.0       7.0        40.0       144.0      692.0      10.0
C19        c          36.0       25.0       2.0        1.0        1.0        30.0       330.0      670.0      10.0
C20        c          57.0       44.0       20.0       15.0       5.0        25.0       404.0      455.0      10.0
C21        c          4.0        62.0       16.0       1.0        15.0       20.0       249.0      284.0      10.0
C22        c          24.0       85.0       21.0       6.0        15.0       20.0       270.0      889.0      10.0
C25        c          56.0       41.0       27.0       20.0       7.0        30.0       196.0      701.0      10.0
C26        c          23.0       78.0       27.0       8.0        19.0       45.0       288.0      930.0      10.0
C28        c          0.0        45.0       2.0        0.0        2.0        20.0       398.0      787.0      10.0
C29        c          89.0       36.0       24.0       10.0       14.0       45.0       690.0      711.0      10.0
C31        c          0.0        14.0       36.0       0.0        36.0       25.0       409.0      506.0      10.0
C32        c          57.0       51.0       22.0       20.0       2.0        25.0       491.0      713.0      10.0
C35        c          55.0       47.0       32.0       27.0       5.0        45.0       413.0      488.0      10.0
C39        c          24.0       84.0       22.0       6.0        16.0       30.0       208.0      763.0      10.0
C40        c          49.0       13.0       25.0       7.0        18.0       45.0       353.0      845.0      10.0
C41        c          21.0       82.0       19.0       5.0        14.0       40.0       305.0      402.0      10.0
C42        c          58.0       78.0       21.0       16.0       5.0        30.0       409.0      614.0      10.0
C45        c          68.0       38.0       19.0       11.0       8.0        30.0       212.0      531.0      10.0
C46        c          50.0       51.0       6.0        6.0        0.0        20.0       448.0      677.0      10.0
C49        c          63.0       20.0       4.0        1.0        3.0        45.0       716.0      921.0      10.0
C50        c          86.0       33.0       22.0       8.0        14.0       20.0       168.0      958.0      10.0
C51        c          9.0        49.0       7.0        1.0        6.0        45.0       216.0      566.0      10.0
C52        c          63.0       79.0       22.0       18.0       4.0        30.0       479.0      835.0      10.0
C55        c          60.0       79.0       24.0       18.0       6.0        40.0       305.0      702.0      10.0
C57        c          59.0       51.0       7.0        6.0        1.0        30.0       297.0      524.0      10.0
C58        c          86.0       32.0       8.0        3.0        5.0        20.0       530.0      833.0      10.0
C62        c          58.0       14.0       4.0        1.0        3.0        40.0       657.0      901.0      10.0
C63        c          42.0       49.0       21.0       18.0       3.0        30.0       245.0      762.0      10.0
C64        c          30.0       6.0        40.0       8.0        32.0       40.0       163.0      970.0      10.0
C66        c          34.0       0.0        26.0       0.0        26.0       35.0       387.0      952.0      10.0
C72        c          44.0       10.0       33.0       8.0        25.0       30.0       295.0      446.0      10.0
C74        c          19.0       56.0       15.0       5.0        10.0       35.0       402.0      517.0      10.0
C75        c          61.0       87.0       25.0       18.0       7.0        45.0       559.0      986.0      10.0
C76        c          54.0       17.0       31.0       10.0       21.0       40.0       448.0      729.0      10.0
C77        c          58.0       43.0       19.0       14.0       5.0        25.0       881.0      939.0      10.0
C79        c          12.0       20.0       11.0       7.0        4.0        30.0       433.0      672.0      10.0
C86        c          59.0       74.0       31.0       25.0       6.0        45.0       403.0      808.0      10.0
C87        c          58.0       78.0       2.0        1.0        1.0        40.0       265.0      820.0      10.0
C89        c          35.0       57.0       8.0        5.0        3.0        25.0       413.0      751.0      10.0
C90        c          32.0       35.0       6.0        5.0        1.0        30.0       572.0      693.0      10.0
C91        c          0.0        51.0       12.0       0.0        12.0       30.0       646.0      868.0      10.0
C94        c          66.0       79.0       3.0        3.0        0.0        30.0       414.0      750.0      10.0
C95        c          36.0       35.0       12.0       12.0       0.0        25.0       431.0      603.0      10.0
C97        c          1.0        46.0       19.0       0.0        19.0       30.0       170.0      684.0      10.0
C98        c          15.0       77.0       16.0       3.0        13.0       50.0       264.0      638.0      10.0

L Large vehicle loading capacity /2000.0/
C Electric vehicle loading capacity /250.0/
Q Electric vehicle battery capacity /194.6/
r Fuel consumption rate /1.0/
g Inverse refueling rate /0.1/
v Average velocity /1.0/
