StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          48.0       49.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          70.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          46.0       31.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          12.0       44.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          40.0       41.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          26.0       71.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          70.0       82.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          73.0       43.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          90.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          9.0        30.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          90.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          41.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          13.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          27.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          88.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          48.0       40.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          56.0       42.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          33.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          46.0       38.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          48.0       72.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          82.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C3         c          62.0       77.0       15.0       12.0       3.0        40.0       712.0      834.0      90.0
C4         c          32.0       32.0       12.0       12.0       0.0        25.0       598.0      1094.0     90.0
C6         c          28.0       34.0       14.0       12.0       2.0        30.0       535.0      862.0      90.0
C7         c          42.0       12.0       20.0       6.0        14.0       25.0       220.0      842.0      90.0
C10        c          34.0       2.0        10.0       1.0        9.0        35.0       453.0      848.0      90.0
C11        c          31.0       26.0       29.0       24.0       5.0        30.0       308.0      618.0      90.0
C15        c          29.0       33.0       10.0       9.0        1.0        30.0       219.0      393.0      90.0
C16        c          67.0       57.0       28.0       24.0       4.0        35.0       856.0      946.0      90.0
C18        c          86.0       28.0       12.0       4.0        8.0        45.0       390.0      880.0      90.0
C19        c          89.0       30.0       24.0       8.0        16.0       20.0       568.0      796.0      90.0
C20        c          56.0       36.0       34.0       22.0       12.0       25.0       657.0      925.0      90.0
C21        c          40.0       68.0       10.0       6.0        4.0        50.0       160.0      708.0      90.0
C22        c          28.0       31.0       10.0       9.0        1.0        30.0       650.0      852.0      90.0
C24        c          22.0       81.0       22.0       6.0        16.0       30.0       639.0      817.0      90.0
C26        c          63.0       57.0       16.0       14.0       2.0        40.0       565.0      1012.0     90.0
C30        c          17.0       79.0       28.0       6.0        22.0       40.0       548.0      1089.0     90.0
C32        c          93.0       32.0       10.0       3.0        7.0        30.0       1054.0     1085.0     90.0
C34        c          60.0       61.0       29.0       29.0       0.0        30.0       246.0      727.0      90.0
C35        c          8.0        36.0       20.0       4.0        16.0       35.0       931.0      1159.0     90.0
C36        c          35.0       8.0        10.0       2.0        8.0        35.0       572.0      1053.0     90.0
C41        c          69.0       57.0       24.0       20.0       4.0        40.0       456.0      696.0      90.0
C42        c          39.0       68.0       18.0       10.0       8.0        40.0       945.0      970.0      90.0
C44        c          21.0       51.0       27.0       11.0       16.0       30.0       787.0      1023.0     90.0
C47        c          28.0       33.0       10.0       8.0        2.0        30.0       347.0      718.0      90.0
C49        c          25.0       52.0       28.0       13.0       15.0       35.0       508.0      1119.0     90.0
C50        c          67.0       56.0       10.0       8.0        2.0        30.0       266.0      332.0      90.0
C53        c          16.0       82.0       22.0       4.0        18.0       35.0       708.0      992.0      90.0
C55        c          44.0       68.0       15.0       10.0       5.0        45.0       551.0      816.0      90.0
C59        c          26.0       49.0       31.0       16.0       15.0       30.0       1012.0     1034.0     90.0
C61        c          43.0       64.0       10.0       7.0        3.0        25.0       982.0      1087.0     90.0
C62        c          87.0       30.0       10.0       3.0        7.0        20.0       198.0      1034.0     90.0
C63        c          3.0        42.0       10.0       1.0        9.0        50.0       514.0      976.0      90.0
C65        c          43.0       65.0       22.0       15.0       7.0        35.0       146.0      322.0      90.0
C66        c          66.0       84.0       39.0       31.0       8.0        30.0       185.0      731.0      90.0
C68        c          31.0       35.0       19.0       17.0       2.0        30.0       279.0      957.0      90.0
C69        c          46.0       68.0       15.0       10.0       5.0        40.0       968.0      976.0      90.0
C70        c          0.0        39.0       10.0       0.0        10.0       35.0       1122.0     1150.0     90.0
C71        c          51.0       34.0       13.0       9.0        4.0        25.0       211.0      297.0      90.0
C74        c          89.0       31.0       22.0       8.0        14.0       30.0       184.0      498.0      90.0
C77        c          51.0       32.0       13.0       8.0        5.0        35.0       548.0      1047.0     90.0
C79        c          0.0        44.0       30.0       0.0        30.0       35.0       176.0      1063.0     90.0
C80        c          6.0        36.0       21.0       4.0        17.0       50.0       257.0      1075.0     90.0
C84        c          17.0       75.0       32.0       7.0        25.0       30.0       737.0      1021.0     90.0
C86        c          49.0       30.0       24.0       15.0       9.0        50.0       519.0      1024.0     90.0
C90        c          29.0       35.0       21.0       17.0       4.0        45.0       522.0      1107.0     90.0
C93        c          23.0       53.0       23.0       10.0       13.0       35.0       355.0      852.0      90.0
C94        c          65.0       53.0       10.0       8.0        2.0        20.0       982.0      1199.0     90.0
C95        c          27.0       32.0       20.0       17.0       3.0        35.0       302.0      937.0      90.0
C97        c          88.0       31.0       21.0       7.0        14.0       20.0       428.0      1074.0     90.0
C98        c          60.0       59.0       10.0       10.0       0.0        40.0       374.0      550.0      90.0

L Large vehicle loading capacity /800.0/
C Electric vehicle loading capacity /100.0/
Q Electric vehicle battery capacity /79.7/
r Fuel consumption rate /1.0/
g Inverse refueling rate /3.4/
v Average velocity /1.0/
