StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          24.0       23.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          48.0       34.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          86.0       53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          33.0       35.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          79.0       43.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          90.0       53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          57.0       34.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          18.0       21.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          18.0       54.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          48.0       61.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          65.0       70.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          5.0        68.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          59.0       68.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          54.0       40.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          28.0       60.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          69.0       66.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          88.0       24.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          35.0       28.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          52.0       79.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          67.0       45.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          21.0       65.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C2         c          8.0        30.0       20.0       5.0        15.0       40.0       114.0      252.0      10.0
C4         c          12.0       78.0       7.0        1.0        6.0        40.0       185.0      195.0      10.0
C5         c          37.0       7.0        15.0       3.0        12.0       40.0       236.0      322.0      10.0
C9         c          26.0       54.0       21.0       10.0       11.0       40.0       158.0      306.0      10.0
C12        c          62.0       14.0       23.0       5.0        18.0       35.0       239.0      270.0      10.0
C13        c          63.0       73.0       2.0        2.0        0.0        50.0       124.0      211.0      10.0
C14        c          67.0       48.0       36.0       26.0       10.0       50.0       116.0      254.0      10.0
C15        c          64.0       77.0       21.0       17.0       4.0        50.0       233.0      250.0      10.0
C16        c          58.0       89.0       35.0       23.0       12.0       45.0       193.0      203.0      10.0
C17        c          12.0       48.0       30.0       8.0        22.0       35.0       174.0      186.0      10.0
C19        c          91.0       33.0       27.0       10.0       17.0       20.0       143.0      149.0      10.0
C20        c          28.0       38.0       13.0       10.0       3.0        35.0       187.0      275.0      10.0
C22        c          41.0       66.0       13.0       8.0        5.0        25.0       139.0      171.0      10.0
C24        c          22.0       52.0       24.0       10.0       14.0       25.0       133.0      198.0      10.0
C25        c          19.0       20.0       9.0        9.0        0.0        50.0       218.0      262.0      10.0
C27        c          2.0        53.0       20.0       1.0        19.0       30.0       175.0      210.0      10.0
C28        c          35.0       6.0        18.0       3.0        15.0       30.0       171.0      265.0      10.0
C29        c          32.0       13.0       38.0       15.0       23.0       30.0       190.0      193.0      10.0
C31        c          24.0       58.0       12.0       5.0        7.0        25.0       115.0      282.0      10.0
C32        c          90.0       36.0       28.0       11.0       17.0       50.0       166.0      194.0      10.0
C35        c          85.0       29.0       7.0        2.0        5.0        20.0       190.0      210.0      10.0
C37        c          53.0       49.0       22.0       20.0       2.0        35.0       125.0      265.0      10.0
C39        c          22.0       82.0       26.0       7.0        19.0       30.0       146.0      167.0      10.0
C41        c          57.0       81.0       22.0       15.0       7.0        35.0       151.0      321.0      10.0
C43        c          53.0       28.0       11.0       6.0        5.0        20.0       175.0      204.0      10.0
C44        c          15.0       80.0       23.0       4.0        19.0       40.0       120.0      146.0      10.0
C45        c          93.0       35.0       16.0       6.0        10.0       50.0       103.0      166.0      10.0
C48        c          34.0       8.0        2.0        0.0        2.0        40.0       139.0      311.0      10.0
C55        c          24.0       83.0       7.0        2.0        5.0        25.0       148.0      258.0      10.0
C56        c          35.0       2.0        2.0        0.0        2.0        25.0       178.0      316.0      10.0
C58        c          89.0       23.0       17.0       4.0        13.0       50.0       137.0      279.0      10.0
C61        c          29.0       41.0       24.0       17.0       7.0        30.0       103.0      203.0      10.0
C62        c          46.0       11.0       14.0       3.0        11.0       35.0       180.0      287.0      10.0
C63        c          33.0       48.0       38.0       26.0       12.0       50.0       229.0      262.0      10.0
C64        c          8.0        10.0       2.0        2.0        0.0        30.0       169.0      225.0      10.0
C66        c          84.0       30.0       17.0       6.0        11.0       40.0       139.0      299.0      10.0
C75        c          28.0       65.0       10.0       4.0        6.0        35.0       114.0      313.0      10.0
C78        c          52.0       35.0       12.0       8.0        4.0        35.0       166.0      214.0      10.0
C79        c          34.0       75.0       31.0       14.0       17.0       45.0       122.0      195.0      10.0
C80        c          19.0       86.0       19.0       4.0        15.0       35.0       214.0      316.0      10.0
C81        c          96.0       36.0       35.0       13.0       22.0       35.0       120.0      131.0      10.0
C83        c          36.0       29.0       14.0       11.0       3.0        20.0       132.0      143.0      10.0
C86        c          27.0       87.0       11.0       3.0        8.0        45.0       133.0      267.0      10.0
C88        c          66.0       49.0       19.0       14.0       5.0        45.0       155.0      228.0      10.0
C91        c          0.0        39.0       11.0       0.0        11.0       20.0       202.0      254.0      10.0
C94        c          12.0       20.0       27.0       16.0       11.0       35.0       102.0      316.0      10.0
C95        c          3.0        31.0       5.0        0.0        5.0        50.0       141.0      284.0      10.0
C96        c          44.0       7.0        9.0        1.0        8.0        25.0       245.0      310.0      10.0
C98        c          44.0       43.0       7.0        7.0        0.0        35.0       272.0      293.0      10.0
C99        c          62.0       84.0       35.0       26.0       9.0        25.0       184.0      230.0      10.0

L Large vehicle loading capacity /800.0/
C Electric vehicle loading capacity /100.0/
Q Electric vehicle battery capacity /79.7/
r Fuel consumption rate /1.0/
g Inverse refueling rate /0.4/
v Average velocity /1.0/
