StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          38.0       34.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          25.0       5.0        0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          26.0       50.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          31.0       18.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          50.0       35.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          23.0       34.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          49.0       41.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          11.0       26.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          37.0       5.0        0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          60.0       43.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          39.0       23.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          32.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          75.0       13.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          36.0       28.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          11.0       66.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          34.0       41.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          75.0       37.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          20.0       20.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          75.0       56.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          52.0       55.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          31.0       21.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C0         c          33.0       28.0       14.0       12.0       2.0        40.0       427.0      898.0      10.0
C2         c          16.0       55.0       16.0       5.0        11.0       20.0       299.0      609.0      10.0
C4         c          43.0       3.0        8.0        1.0        7.0        35.0       723.0      910.0      10.0
C5         c          24.0       26.0       1.0        1.0        0.0        25.0       509.0      599.0      10.0
C8         c          43.0       51.0       22.0       19.0       3.0        25.0       715.0      887.0      10.0
C9         c          28.0       42.0       7.0        5.0        2.0        30.0       458.0      838.0      10.0
C10        c          9.0        69.0       18.0       2.0        16.0       30.0       293.0      496.0      10.0
C11        c          35.0       3.0        1.0        0.0        1.0        35.0       488.0      1047.0     10.0
C14        c          17.0       57.0       9.0        3.0        6.0        20.0       813.0      1079.0     10.0
C16        c          24.0       23.0       11.0       11.0       0.0        50.0       846.0      888.0      10.0
C17        c          22.0       14.0       10.0       6.0        4.0        45.0       578.0      806.0      10.0
C20        c          45.0       30.0       15.0       10.0       5.0        25.0       379.0      433.0      10.0
C21        c          44.0       36.0       16.0       13.0       3.0        25.0       301.0      418.0      10.0
C23        c          29.0       34.0       15.0       13.0       2.0        35.0       413.0      458.0      10.0
C24        c          17.0       28.0       20.0       12.0       8.0        20.0       448.0      821.0      10.0
C26        c          45.0       18.0       1.0        0.0        1.0        45.0       402.0      774.0      10.0
C27        c          12.0       44.0       22.0       6.0        16.0       50.0       360.0      665.0      10.0
C28        c          46.0       34.0       12.0       9.0        3.0        35.0       848.0      941.0      10.0
C29        c          16.0       65.0       16.0       4.0        12.0       20.0       300.0      785.0      10.0
C32        c          50.0       46.0       12.0       11.0       1.0        45.0       539.0      812.0      10.0
C34        c          29.0       65.0       22.0       10.0       12.0       25.0       129.0      1055.0     10.0
C36        c          34.0       30.0       16.0       14.0       2.0        20.0       763.0      835.0      10.0
C37        c          30.0       21.0       9.0        6.0        3.0        35.0       279.0      344.0      10.0
C41        c          59.0       14.0       26.0       6.0        20.0       30.0       373.0      639.0      10.0
C43        c          59.0       43.0       18.0       13.0       5.0        50.0       213.0      221.0      10.0
C44        c          32.0       16.0       21.0       10.0       11.0       40.0       308.0      730.0      10.0
C48        c          2.0        64.0       26.0       1.0        25.0       20.0       454.0      636.0      10.0
C53        c          45.0       65.0       14.0       10.0       4.0        35.0       322.0      513.0      10.0
C54        c          26.0       44.0       16.0       9.0        7.0        25.0       369.0      980.0      10.0
C56        c          40.0       33.0       22.0       18.0       4.0        35.0       933.0      1086.0     10.0
C57        c          62.0       55.0       1.0        1.0        0.0        35.0       702.0      1042.0     10.0
C58        c          46.0       36.0       15.0       12.0       3.0        50.0       417.0      739.0      10.0
C60        c          52.0       33.0       24.0       15.0       9.0        45.0       256.0      704.0      10.0
C61        c          58.0       15.0       12.0       3.0        9.0        35.0       306.0      787.0      10.0
C63        c          66.0       72.0       13.0       12.0       1.0        30.0       422.0      508.0      10.0
C64        c          39.0       27.0       8.0        6.0        2.0        35.0       468.0      841.0      10.0
C67        c          64.0       16.0       15.0       4.0        11.0       30.0       466.0      481.0      10.0
C71        c          62.0       21.0       15.0       5.0        10.0       35.0       459.0      608.0      10.0
C73        c          15.0       28.0       8.0        4.0        4.0        30.0       400.0      972.0      10.0
C74        c          30.0       64.0       25.0       12.0       13.0       25.0       381.0      475.0      10.0
C75        c          24.0       22.0       8.0        7.0        1.0        20.0       457.0      906.0      10.0
C77        c          48.0       34.0       15.0       11.0       4.0        30.0       226.0      334.0      10.0
C79        c          36.0       44.0       9.0        7.0        2.0        30.0       412.0      820.0      10.0
C84        c          33.0       55.0       4.0        2.0        2.0        35.0       169.0      892.0      10.0
C86        c          32.0       34.0       23.0       22.0       1.0        25.0       707.0      877.0      10.0
C89        c          57.0       56.0       5.0        5.0        0.0        40.0       446.0      1070.0     10.0
C91        c          19.0       14.0       10.0       7.0        3.0        35.0       210.0      507.0      10.0
C95        c          13.0       3.0        7.0        2.0        5.0        45.0       651.0      835.0      10.0
C96        c          13.0       27.0       36.0       17.0       19.0       50.0       235.0      281.0      10.0
C98        c          55.0       5.0        20.0       2.0        18.0       20.0       232.0      754.0      10.0

L Large vehicle loading capacity /2000.0/
C Electric vehicle loading capacity /250.0/
Q Electric vehicle battery capacity /267.2/
r Fuel consumption rate /1.0/
g Inverse refueling rate /0.1/
v Average velocity /1.0/
