StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          37.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          18.0       54.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          0.0        49.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          25.0       58.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          38.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          30.0       93.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          53.0       53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          32.0       53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          30.0       67.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          37.0       19.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          0.0        51.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          65.0       31.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          22.0       15.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          79.0       19.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          79.0       84.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          90.0       88.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          22.0       39.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          19.0       49.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          37.0       63.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          27.0       41.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          59.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C2         c          15.0       20.0       4.0        3.0        1.0        35.0       253.0      296.0      10.0
C3         c          0.0        12.0       28.0       0.0        28.0       45.0       236.0      271.0      10.0
C4         c          0.0        37.0       26.0       0.0        26.0       45.0       164.0      244.0      10.0
C5         c          12.0       74.0       17.0       3.0        14.0       25.0       183.0      274.0      10.0
C9         c          0.0        34.0       25.0       0.0        25.0       30.0       211.0      234.0      10.0
C10        c          48.0       50.0       2.0        2.0        0.0        30.0       289.0      292.0      10.0
C11        c          0.0        44.0       7.0        0.0        7.0        35.0       167.0      269.0      10.0
C12        c          57.0       25.0       17.0       7.0        10.0       30.0       178.0      203.0      10.0
C15        c          60.0       70.0       34.0       29.0       5.0        40.0       206.0      305.0      10.0
C16        c          12.0       33.0       20.0       7.0        13.0       35.0       156.0      259.0      10.0
C17        c          13.0       48.0       27.0       7.0        20.0       45.0       196.0      271.0      10.0
C21        c          62.0       44.0       28.0       20.0       8.0        45.0       271.0      281.0      10.0
C22        c          36.0       70.0       3.0        2.0        1.0        30.0       163.0      262.0      10.0
C26        c          35.0       7.0        24.0       5.0        19.0       45.0       156.0      258.0      10.0
C30        c          34.0       6.0        7.0        1.0        6.0        50.0       160.0      241.0      10.0
C31        c          9.0        72.0       40.0       5.0        35.0       50.0       232.0      306.0      10.0
C33        c          15.0       82.0       8.0        1.0        7.0        25.0       131.0      289.0      10.0
C34        c          35.0       68.0       40.0       21.0       19.0       30.0       206.0      316.0      10.0
C35        c          54.0       31.0       16.0       9.0        7.0        45.0       103.0      186.0      10.0
C36        c          5.0        52.0       7.0        1.0        6.0        20.0       157.0      271.0      10.0
C37        c          21.0       39.0       14.0       8.0        6.0        20.0       162.0      225.0      10.0
C42        c          2.0        29.0       36.0       2.0        34.0       20.0       251.0      302.0      10.0
C45        c          58.0       74.0       12.0       9.0        3.0        35.0       202.0      235.0      10.0
C48        c          7.0        17.0       18.0       7.0        11.0       20.0       253.0      256.0      10.0
C49        c          60.0       11.0       14.0       3.0        11.0       45.0       115.0      298.0      10.0
C50        c          93.0       32.0       21.0       7.0        14.0       50.0       199.0      209.0      10.0
C51        c          35.0       13.0       34.0       13.0       21.0       30.0       169.0      227.0      10.0
C54        c          51.0       58.0       16.0       14.0       2.0        25.0       260.0      272.0      10.0
C55        c          7.0        20.0       16.0       6.0        10.0       35.0       148.0      280.0      10.0
C57        c          9.0        45.0       16.0       3.0        13.0       35.0       111.0      136.0      10.0
C58        c          59.0       92.0       20.0       13.0       7.0        45.0       107.0      151.0      10.0
C59        c          35.0       1.0        2.0        0.0        2.0        45.0       189.0      253.0      10.0
C62        c          12.0       70.0       32.0       5.0        27.0       30.0       149.0      180.0      10.0
C63        c          0.0        51.0       25.0       0.0        25.0       35.0       214.0      259.0      10.0
C67        c          52.0       30.0       13.0       7.0        6.0        30.0       118.0      296.0      10.0
C68        c          17.0       45.0       20.0       8.0        12.0       30.0       131.0      262.0      10.0
C69        c          93.0       31.0       27.0       9.0        18.0       40.0       131.0      189.0      10.0
C71        c          19.0       25.0       6.0        5.0        1.0        35.0       152.0      322.0      10.0
C73        c          36.0       39.0       25.0       23.0       2.0        40.0       129.0      241.0      10.0
C75        c          91.0       40.0       16.0       7.0        9.0        25.0       138.0      289.0      10.0
C80        c          60.0       84.0       4.0        3.0        1.0        30.0       240.0      300.0      10.0
C81        c          65.0       71.0       22.0       20.0       2.0        35.0       151.0      158.0      10.0
C85        c          27.0       33.0       14.0       11.0       3.0        45.0       272.0      321.0      10.0
C86        c          24.0       42.0       11.0       6.0        5.0        25.0       115.0      225.0      10.0
C89        c          27.0       62.0       19.0       8.0        11.0       40.0       160.0      234.0      10.0
C90        c          42.0       57.0       18.0       13.0       5.0        50.0       168.0      273.0      10.0
C91        c          28.0       68.0       18.0       7.0        11.0       45.0       168.0      240.0      10.0
C94        c          92.0       34.0       24.0       9.0        15.0       45.0       144.0      299.0      10.0
C95        c          13.0       10.0       21.0       16.0       5.0        25.0       146.0      214.0      10.0
C99        c          56.0       82.0       2.0        1.0        1.0        50.0       216.0      264.0      10.0

L Large vehicle loading capacity /800.0/
C Electric vehicle loading capacity /100.0/
Q Electric vehicle battery capacity /79.7/
r Fuel consumption rate /1.0/
g Inverse refueling rate /0.4/
v Average velocity /1.0/
