StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0             0.0           0            0.0        9999.0     0.0         
S0         s          25.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
S2         s          75.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
S5         s          25.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
S7         s          75.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F0         f          25.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F1         f          50.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F2         f          75.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F3         f          25.0       50.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F4         f          75.0       50.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F5         f          25.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F6         f          50.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F7         f          75.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F8         f          35.0       35.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F9         f          61.0       37.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F10        f          74.0       39.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F11        f          47.0       57.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F12        f          57.0       65.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F13        f          29.0       59.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F14        f          34.0       71.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F15        f          22.0       58.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F16        f          7.0        61.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F17        f          18.0       41.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F18        f          5.0        39.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F19        f          14.0       20.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F20        f          0.0        26.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F21        f          24.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F22        f          26.0       6.0        0.0        0.0             0.0           0            0.0        9999.0     0.0         
F23        f          34.0       20.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F24        f          41.0       5.0        0.0        0.0             0.0           0            0.0        9999.0     0.0         
F25        f          50.0       9.0        0.0        0.0             0.0           0            0.0        9999.0     0.0         
F26        f          61.0       14.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F27        f          62.0       21.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F28        f          74.0       30.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
C11        c          50.0       35.0       19.0       13.0            6.0           45           219.0      321.0      10.0        
C71        c          47.0       16.0       25.0       9.0             16.0          25           165.0      299.0      10.0        
C80        c          55.0       54.0       26.0       26.0            0.0           45           144.0      259.0      10.0        
C84        c          16.0       22.0       41.0       30.0            11.0          30           140.0      296.0      10.0        
C58        c          21.0       24.0       28.0       25.0            3.0           20           162.0      282.0      10.0        
C26        c          35.0       40.0       16.0       14.0            2.0           45           182.0      331.0      10.0        
C52        c          37.0       31.0       14.0       12.0            2.0           25           207.0      331.0      10.0        
C48        c          6.0        68.0       30.0       3.0             27.0          40           174.0      292.0      10.0        
C28        c          64.0       42.0       9.0        6.0             3.0           30           180.0      296.0      10.0        
C78        c          57.0       48.0       23.0       19.0            4.0           45           150.0      272.0      10.0        
C7         c          10.0       43.0       9.0        2.0             7.0           25           143.0      265.0      10.0        
C87        c          26.0       52.0       9.0        5.0             4.0           50           183.0      316.0      10.0        
C98        c          20.0       26.0       9.0        7.0             2.0           20           206.0      312.0      10.0        
C17        c          20.0       40.0       12.0       6.0             6.0           40           191.0      305.0      10.0        
C43        c          11.0       14.0       18.0       14.0            4.0           25           176.0      304.0      10.0        
C16        c          5.0        30.0       2.0        0.0             2.0           20           147.0      259.0      10.0        
C45        c          2.0        48.0       1.0        0.0             1.0           25           172.0      300.0      10.0        
C29        c          40.0       60.0       21.0       14.0            7.0           50           196.0      310.0      10.0        
C36        c          20.0       20.0       8.0        8.0             0.0           25           165.0      314.0      10.0        
C63        c          15.0       77.0       9.0        2.0             7.0           25           175.0      280.0      10.0        
C61        c          24.0       58.0       19.0       8.0             11.0          50           142.0      264.0      10.0        
C94        c          25.0       24.0       20.0       19.0            1.0           25           179.0      321.0      10.0        
C1         c          35.0       17.0       7.0        3.0             4.0           35           151.0      285.0      10.0        
C70        c          57.0       68.0       15.0       13.0            2.0           45           193.0      296.0      10.0        
C39        c          40.0       25.0       9.0        6.0             3.0           35           128.0      236.0      10.0        
C68        c          37.0       47.0       6.0        5.0             1.0           30           201.0      323.0      10.0        
C82        c          14.0       37.0       11.0       4.0             7.0           20           188.0      314.0      10.0        
C83        c          11.0       31.0       7.0        2.0             5.0           40           154.0      280.0      10.0        
C46        c          8.0        56.0       27.0       4.0             23.0          20           169.0      301.0      10.0        
