StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          41.0       73.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          41.0       63.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          55.0       42.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          64.0       73.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          45.0       13.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          11.0       21.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          0.0        83.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          76.0       68.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          71.0       85.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          48.0       36.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          36.0       74.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          57.0       45.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          36.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          0.0        96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          55.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          29.0       52.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          53.0       81.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          49.0       42.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          40.0       51.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          51.0       92.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          46.0       20.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C0         c          56.0       31.0       15.0       8.0        7.0        40.0       134.0      216.0      10.0
C1         c          31.0       32.0       5.0        5.0        0.0        35.0       195.0      208.0      10.0
C3         c          27.0       85.0       18.0       6.0        12.0       35.0       209.0      220.0      10.0
C4         c          16.0       47.0       33.0       11.0       22.0       45.0       165.0      243.0      10.0
C6         c          1.0        7.0        18.0       3.0        15.0       45.0       144.0      199.0      10.0
C7         c          56.0       41.0       36.0       26.0       10.0       50.0       126.0      230.0      10.0
C9         c          94.0       34.0       18.0       7.0        11.0       35.0       170.0      189.0      10.0
C10        c          12.0       54.0       15.0       3.0        12.0       30.0       146.0      257.0      10.0
C11        c          12.0       71.0       14.0       2.0        12.0       40.0       117.0      312.0      10.0
C12        c          10.0       45.0       17.0       4.0        13.0       25.0       250.0      302.0      10.0
C18        c          28.0       64.0       12.0       5.0        7.0        50.0       282.0      295.0      10.0
C20        c          34.0       58.0       21.0       12.0       9.0        30.0       182.0      227.0      10.0
C21        c          62.0       40.0       26.0       17.0       9.0        30.0       207.0      304.0      10.0
C22        c          58.0       85.0       13.0       9.0        4.0        35.0       154.0      287.0      10.0
C26        c          61.0       75.0       29.0       24.0       5.0        35.0       205.0      215.0      10.0
C28        c          13.0       46.0       33.0       9.0        24.0       30.0       132.0      165.0      10.0
C31        c          61.0       83.0       12.0       9.0        3.0        50.0       146.0      212.0      10.0
C32        c          64.0       81.0       23.0       18.0       5.0        45.0       161.0      235.0      10.0
C34        c          58.0       3.0        5.0        0.0        5.0        45.0       160.0      293.0      10.0
C37        c          72.0       43.0       8.0        5.0        3.0        35.0       158.0      170.0      10.0
C39        c          64.0       42.0       15.0       10.0       5.0        30.0       187.0      285.0      10.0
C40        c          2.0        41.0       18.0       1.0        17.0       45.0       264.0      271.0      10.0
C41        c          61.0       81.0       12.0       9.0        3.0        40.0       129.0      182.0      10.0
C42        c          36.0       56.0       12.0       8.0        4.0        30.0       288.0      290.0      10.0
C44        c          60.0       79.0       20.0       15.0       5.0        20.0       230.0      284.0      10.0
C46        c          27.0       51.0       33.0       17.0       16.0       30.0       185.0      191.0      10.0
C49        c          32.0       7.0        28.0       6.0        22.0       45.0       224.0      290.0      10.0
C51        c          23.0       18.0       30.0       23.0       7.0        35.0       138.0      271.0      10.0
C54        c          55.0       41.0       10.0       7.0        3.0        45.0       212.0      306.0      10.0
C56        c          21.0       80.0       19.0       5.0        14.0       40.0       139.0      164.0      10.0
C57        c          7.0        40.0       27.0       5.0        22.0       35.0       135.0      181.0      10.0
C58        c          47.0       58.0       29.0       24.0       5.0        50.0       114.0      139.0      10.0
C62        c          24.0       50.0       20.0       10.0       10.0       50.0       202.0      203.0      10.0
C63        c          90.0       36.0       21.0       8.0        13.0       30.0       154.0      234.0      10.0
C64        c          57.0       22.0       22.0       8.0        14.0       50.0       169.0      223.0      10.0
C70        c          6.0        49.0       15.0       2.0        13.0       35.0       159.0      279.0      10.0
C71        c          93.0       26.0       16.0       4.0        12.0       20.0       114.0      263.0      10.0
C72        c          8.0        25.0       21.0       7.0        14.0       25.0       160.0      174.0      10.0
C74        c          86.0       35.0       18.0       7.0        11.0       40.0       160.0      166.0      10.0
C76        c          32.0       62.0       2.0        1.0        1.0        30.0       194.0      238.0      10.0
C77        c          57.0       94.0       25.0       15.0       10.0       50.0       181.0      302.0      10.0
C78        c          61.0       91.0       12.0       8.0        4.0        20.0       194.0      248.0      10.0
C82        c          42.0       71.0       3.0        2.0        1.0        25.0       169.0      247.0      10.0
C86        c          35.0       31.0       40.0       35.0       5.0        30.0       130.0      150.0      10.0
C89        c          2.0        13.0       18.0       3.0        15.0       45.0       174.0      263.0      10.0
C92        c          38.0       61.0       10.0       6.0        4.0        40.0       162.0      273.0      10.0
C93        c          89.0       38.0       16.0       7.0        9.0        25.0       155.0      175.0      10.0
C96        c          66.0       39.0       33.0       20.0       13.0       45.0       164.0      171.0      10.0
C98        c          7.0        52.0       16.0       2.0        14.0       45.0       135.0      180.0      10.0
C99        c          47.0       73.0       28.0       18.0       10.0       45.0       172.0      218.0      10.0

L Large vehicle loading capacity /800.0/
C Electric vehicle loading capacity /100.0/
Q Electric vehicle battery capacity /79.7/
r Fuel consumption rate /1.0/
g Inverse refueling rate /0.4/
v Average velocity /1.0/
