StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0             0.0           0            0.0        9999.0     0.0         
S0         s          25.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
S2         s          75.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
S5         s          25.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
S7         s          75.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F0         f          25.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F1         f          50.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F2         f          75.0       25.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F3         f          25.0       50.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F4         f          75.0       50.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F5         f          25.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F6         f          50.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F7         f          75.0       75.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F8         f          40.0       50.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F9         f          73.0       52.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F10        f          90.0       55.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F11        f          55.0       79.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F12        f          69.0       89.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F13        f          32.0       80.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F14        f          39.0       96.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F15        f          23.0       80.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F16        f          4.0        83.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F17        f          18.0       58.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F18        f          1.0        56.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F19        f          13.0       31.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F20        f          -5.0       38.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F21        f          26.0       37.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F22        f          28.0       13.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F23        f          39.0       31.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F24        f          48.0       11.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F25        f          59.0       17.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F26        f          73.0       23.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F27        f          74.0       32.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
F28        f          90.0       44.0       0.0        0.0             0.0           0            0.0        9999.0     0.0         
C92        c          65.0       85.0       40.0       31.0            9.0           35           647.0      717.0      90.0        
C52        c          44.0       5.0        20.0       2.0             18.0          35           538.0      612.0      90.0        
C9         c          35.0       66.0       10.0       5.0             5.0           35           880.0      946.0      90.0        
C79        c          85.0       25.0       10.0       3.0             7.0           45           738.0      790.0      90.0        
C73        c          53.0       35.0       50.0       33.0            17.0          25           179.0      243.0      90.0        
C80        c          85.0       35.0       30.0       12.0            18.0          50           862.0      924.0      90.0        
C0         c          45.0       68.0       10.0       7.0             3.0           25           179.0      241.0      90.0        
C12        c          22.0       75.0       30.0       9.0             21.0          45           1143.0     1207.0     90.0        
C45        c          30.0       32.0       30.0       28.0            2.0           50           702.0      766.0      90.0        
C48        c          28.0       35.0       10.0       8.0             2.0           40           1112.0     1174.0     90.0        
C97        c          58.0       75.0       20.0       15.0            5.0           50           282.0      348.0      90.0        
C33        c          8.0        45.0       20.0       4.0             16.0          35           295.0      345.0      90.0        
C93        c          65.0       82.0       10.0       8.0             2.0           35           468.0      524.0      90.0        
C22        c          28.0       55.0       10.0       5.0             5.0           45           114.0      171.0      90.0        
C67        c          45.0       30.0       10.0       7.0             3.0           35           455.0      521.0      90.0        
C78        c          87.0       30.0       10.0       3.0             7.0           50           547.0      607.0      90.0        
C43        c          32.0       30.0       10.0       9.0             1.0           30           426.0      488.0      90.0        
C84        c          68.0       60.0       30.0       26.0            4.0           20           838.0      910.0      90.0        
C26        c          23.0       52.0       10.0       4.0             6.0           45           364.0      412.0      90.0        
C82        c          72.0       55.0       10.0       8.0             2.0           50           657.0      719.0      90.0        
C89        c          60.0       55.0       10.0       9.0             1.0           45           122.0      185.0      90.0        
C20        c          30.0       52.0       20.0       12.0            8.0           45           112.0      174.0      90.0        
C2         c          42.0       66.0       10.0       6.0             4.0           40           964.0      1032.0     90.0        
C3         c          42.0       68.0       10.0       6.0             4.0           30           685.0      757.0      90.0        
C17        c          15.0       75.0       20.0       4.0             16.0          20           658.0      702.0      90.0        
C58        c          38.0       15.0       10.0       4.0             6.0           30           167.0      225.0      90.0        
C14        c          20.0       80.0       40.0       10.0            30.0          40           846.0      890.0      90.0        
C34        c          5.0        35.0       10.0       1.0             9.0           35           756.0      826.0      90.0        
C57        c          38.0       5.0        30.0       4.0             26.0          35           357.0      421.0      90.0        
