StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          61.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          90.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          13.0       20.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          18.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          55.0       53.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          62.0       61.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          39.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          83.0       63.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          47.0       39.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          41.0       66.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          27.0       59.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          48.0       43.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          16.0       54.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          47.0       26.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          65.0       44.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          81.0       14.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          38.0       19.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          1.0        54.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          49.0       74.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          51.0       18.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          1.0        22.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C1         c          11.0       54.0       21.0       4.0        17.0       40.0       168.0      907.0      10.0
C5         c          23.0       78.0       23.0       7.0        16.0       40.0       514.0      805.0      10.0
C7         c          22.0       80.0       15.0       4.0        11.0       50.0       476.0      810.0      10.0
C8         c          53.0       51.0       27.0       26.0       1.0        35.0       792.0      898.0      10.0
C9         c          16.0       80.0       15.0       3.0        12.0       40.0       321.0      726.0      10.0
C11        c          92.0       27.0       40.0       12.0       28.0       30.0       767.0      1025.0     10.0
C12        c          58.0       21.0       15.0       5.0        10.0       30.0       237.0      756.0      10.0
C13        c          57.0       81.0       21.0       15.0       6.0        45.0       655.0      738.0      10.0
C14        c          66.0       44.0       16.0       11.0       5.0        30.0       714.0      886.0      10.0
C21        c          7.0        17.0       23.0       9.0        14.0       20.0       523.0      534.0      10.0
C23        c          17.0       55.0       9.0        3.0        6.0        25.0       252.0      921.0      10.0
C24        c          37.0       54.0       21.0       14.0       7.0        20.0       192.0      537.0      10.0
C25        c          7.0        6.0        4.0        3.0        1.0        40.0       826.0      1032.0     10.0
C26        c          36.0       14.0       12.0       5.0        7.0        40.0       443.0      735.0      10.0
C27        c          15.0       48.0       20.0       6.0        14.0       45.0       412.0      985.0      10.0
C30        c          13.0       13.0       21.0       21.0       0.0        25.0       474.0      816.0      10.0
C32        c          11.0       43.0       12.0       3.0        9.0        30.0       886.0      985.0      10.0
C35        c          31.0       36.0       33.0       28.0       5.0        40.0       758.0      869.0      10.0
C36        c          11.0       49.0       32.0       7.0        25.0       50.0       236.0      391.0      10.0
C37        c          28.0       50.0       18.0       10.0       8.0        45.0       700.0      973.0      10.0
C38        c          58.0       86.0       27.0       18.0       9.0        45.0       598.0      805.0      10.0
C39        c          33.0       51.0       12.0       8.0        4.0        35.0       280.0      846.0      10.0
C40        c          51.0       46.0       16.0       14.0       2.0        25.0       125.0      266.0      10.0
C41        c          9.0        15.0       16.0       10.0       6.0        45.0       653.0      781.0      10.0
C42        c          9.0        15.0       29.0       17.0       12.0       50.0       226.0      391.0      10.0
C43        c          91.0       27.0       14.0       4.0        10.0       35.0       595.0      780.0      10.0
C45        c          62.0       53.0       18.0       15.0       3.0        35.0       577.0      601.0      10.0
C54        c          27.0       36.0       30.0       22.0       8.0        30.0       550.0      641.0      10.0
C55        c          19.0       83.0       28.0       6.0        22.0       30.0       710.0      941.0      10.0
C59        c          16.0       49.0       30.0       10.0       20.0       45.0       548.0      872.0      10.0
C60        c          3.0        45.0       2.0        0.0        2.0        30.0       481.0      853.0      10.0
C62        c          27.0       54.0       12.0       6.0        6.0        40.0       421.0      494.0      10.0
C64        c          38.0       67.0       11.0       6.0        5.0        25.0       279.0      406.0      10.0
C65        c          8.0        76.0       12.0       1.0        11.0       30.0       295.0      479.0      10.0
C66        c          34.0       65.0       6.0        3.0        3.0        25.0       311.0      521.0      10.0
C68        c          88.0       32.0       23.0       8.0        15.0       20.0       522.0      803.0      10.0
C75        c          91.0       34.0       24.0       9.0        15.0       30.0       365.0      678.0      10.0
C76        c          32.0       63.0       21.0       11.0       10.0       45.0       242.0      909.0      10.0
C79        c          39.0       0.0        2.0        0.0        2.0        45.0       746.0      1013.0     10.0
C81        c          62.0       92.0       2.0        1.0        1.0        35.0       516.0      821.0      10.0
C85        c          21.0       87.0       26.0       6.0        20.0       30.0       673.0      932.0      10.0
C86        c          7.0        38.0       17.0       3.0        14.0       40.0       284.0      549.0      10.0
C88        c          55.0       80.0       6.0        4.0        2.0        45.0       334.0      633.0      10.0
C90        c          3.0        15.0       2.0        0.0        2.0        45.0       132.0      259.0      10.0
C93        c          31.0       61.0       28.0       14.0       14.0       45.0       270.0      799.0      10.0
C94        c          22.0       84.0       12.0       3.0        9.0        45.0       340.0      604.0      10.0
C95        c          10.0       72.0       2.0        0.0        2.0        45.0       512.0      889.0      10.0
C96        c          17.0       80.0       27.0       6.0        21.0       20.0       390.0      801.0      10.0
C98        c          57.0       36.0       20.0       13.0       7.0        30.0       333.0      663.0      10.0
C99        c          15.0       76.0       22.0       4.0        18.0       35.0       236.0      395.0      10.0

L Large vehicle loading capacity /2000.0/
C Electric vehicle loading capacity /250.0/
Q Electric vehicle battery capacity /194.6/
r Fuel consumption rate /1.0/
g Inverse refueling rate /0.1/
v Average velocity /1.0/
