StringID   Type       x          y          demand     DeliveryDemand  PickupDemand  DivisionRate ReadyTime  DueDate    ServiceTime
D0         d          50.0       150.0      0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S0         s          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S2         s          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S5         s          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
S7         s          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS0      f          25.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS2      f          75.0       25.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS5      f          25.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F_sS7      f          75.0       75.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F0         f          39.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F1         f          59.0       52.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F2         f          71.0       73.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F3         f          0.0        58.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F4         f          46.0       40.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F5         f          35.0       62.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F6         f          60.0       37.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F7         f          80.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F8         f          28.0       51.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F9         f          0.0        93.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F10        f          47.0       78.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F11        f          5.0        34.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F12        f          62.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F13        f          66.0       11.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F14        f          63.0       16.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F15        f          44.0       96.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F16        f          5.0        76.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F17        f          30.0       64.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F18        f          28.0       24.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F19        f          44.0       48.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
F20        f          48.0       42.0       0.0        0.0        0.0        0.0        0.0        9999.0     0.0
C0         c          28.0       54.0       23.0       12.0       11.0       35.0       204.0      332.0      90.0
C3         c          17.0       80.0       27.0       6.0        21.0       45.0       318.0      405.0      90.0
C4         c          49.0       43.0       10.0       9.0        1.0        30.0       647.0      830.0      90.0
C6         c          63.0       57.0       38.0       34.0       4.0        40.0       181.0      1220.0     90.0
C7         c          29.0       31.0       20.0       19.0       1.0        30.0       908.0      1168.0     90.0
C11        c          52.0       85.0       15.0       9.0        6.0        45.0       433.0      1017.0     90.0
C12        c          96.0       32.0       26.0       9.0        17.0       45.0       544.0      934.0      90.0
C13        c          14.0       74.0       10.0       2.0        8.0        20.0       705.0      874.0      90.0
C14        c          90.0       32.0       22.0       8.0        14.0       30.0       785.0      972.0      90.0
C16        c          31.0       35.0       10.0       9.0        1.0        40.0       993.0      1233.0     90.0
C21        c          47.0       40.0       10.0       9.0        1.0        40.0       795.0      898.0      90.0
C22        c          25.0       50.0       21.0       10.0       11.0       35.0       452.0      616.0      90.0
C23        c          5.0        44.0       12.0       1.0        11.0       30.0       246.0      480.0      90.0
C24        c          32.0       69.0       15.0       7.0        8.0        20.0       616.0      729.0      90.0
C27        c          18.0       82.0       28.0       6.0        22.0       20.0       641.0      865.0      90.0
C28        c          39.0       15.0       18.0       7.0        11.0       25.0       549.0      574.0      90.0
C29        c          0.0        43.0       46.0       0.0        46.0       30.0       180.0      284.0      90.0
C30        c          23.0       56.0       16.0       7.0        9.0        50.0       724.0      883.0      90.0
C34        c          28.0       33.0       10.0       8.0        2.0        50.0       297.0      766.0      90.0
C35        c          31.0       30.0       26.0       25.0       1.0        35.0       291.0      1147.0     90.0
C36        c          88.0       37.0       35.0       15.0       20.0       35.0       442.0      1204.0     90.0
C38        c          41.0       11.0       10.0       3.0        7.0        40.0       317.0      404.0      90.0
C40        c          39.0       11.0       14.0       4.0        10.0       20.0       205.0      1100.0     90.0
C41        c          28.0       32.0       16.0       14.0       2.0        35.0       536.0      917.0      90.0
C44        c          83.0       25.0       32.0       10.0       22.0       35.0       103.0      308.0      90.0
C45        c          33.0       12.0       10.0       4.0        6.0        40.0       262.0      1050.0     90.0
C49        c          90.0       36.0       28.0       11.0       17.0       30.0       794.0      864.0      90.0
C50        c          43.0       66.0       23.0       15.0       8.0        25.0       182.0      821.0      90.0
C51        c          67.0       57.0       22.0       19.0       3.0        35.0       317.0      375.0      90.0
C52        c          44.0       11.0       36.0       9.0        27.0       40.0       777.0      882.0      90.0
C54        c          32.0       31.0       46.0       45.0       1.0        40.0       434.0      1169.0     90.0
C55        c          27.0       49.0       28.0       15.0       13.0       30.0       696.0      1128.0     90.0
C59        c          6.0        40.0       10.0       2.0        8.0        35.0       395.0      917.0      90.0
C62        c          44.0       71.0       10.0       6.0        4.0        50.0       294.0      562.0      90.0
C63        c          49.0       34.0       15.0       10.0       5.0        40.0       553.0      724.0      90.0
C64        c          35.0       8.0        15.0       3.0        12.0       35.0       1029.0     1192.0     90.0
C67        c          50.0       32.0       27.0       17.0       10.0       45.0       456.0      553.0      90.0
C68        c          46.0       39.0       18.0       15.0       3.0        45.0       1162.0     1220.0     90.0
C69        c          8.0        42.0       20.0       4.0        16.0       40.0       1085.0     1209.0     90.0
C71        c          45.0       68.0       17.0       11.0       6.0        20.0       438.0      776.0      90.0
C72        c          48.0       35.0       17.0       12.0       5.0        40.0       457.0      1065.0     90.0
C74        c          38.0       8.0        20.0       4.0        16.0       45.0       227.0      877.0      90.0
C75        c          25.0       57.0       10.0       4.0        6.0        45.0       545.0      744.0      90.0
C77        c          96.0       28.0       10.0       3.0        7.0        50.0       407.0      815.0      90.0
C86        c          32.0       33.0       11.0       11.0       0.0        50.0       922.0      1019.0     90.0
C89        c          86.0       32.0       10.0       4.0        6.0        40.0       296.0      332.0      90.0
C93        c          32.0       34.0       32.0       30.0       2.0        20.0       199.0      752.0      90.0
C94        c          61.0       60.0       31.0       30.0       1.0        30.0       167.0      253.0      90.0
C96        c          38.0       11.0       10.0       3.0        7.0        30.0       297.0      910.0      90.0
C98        c          24.0       52.0       10.0       5.0        5.0        40.0       835.0      928.0      90.0

L Large vehicle loading capacity /800.0/
C Electric vehicle loading capacity /100.0/
Q Electric vehicle battery capacity /79.7/
r Fuel consumption rate /1.0/
g Inverse refueling rate /3.4/
v Average velocity /1.0/
